name,latitude,longitude,elevation,elevationUnit,datacoverage,start_date,end_date,geometry,nc_file,TMAX,TMIN,TAVG,PRCP,SNOW,SNWD,WESD,WESF,AWND,AWDR
"ELK POINT 13 NE, SD US",42.85917,-96.58194,365.8,METERS,0.976,1986-02-01,2000-12-31,POINT (-96.58194 42.85917),GHCND-USC00392622__ELK_POINT_13_NE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"ELM LAKE 4 NW, SD US",45.93199,-98.76479,472.4,METERS,0.9508,1999-10-01,2021-02-09,POINT (-98.76479 45.93199),GHCND-USC00392636__ELM_LAKE_4_NW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"ELM SPRINGS 3 ESE, SD US",44.3186,-102.4683,806.2,METERS,0.7811,1923-03-01,2024-12-04,POINT (-102.4683 44.3186),GHCND-USC00392647__ELM_SPRINGS_3_ESE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"ENGLEWOOD, SD US",44.3,-103.783333,1744.4,METERS,0.9362,1909-04-01,1913-04-13,POINT (-103.783333 44.3),GHCND-USC00392686__ENGLEWOOD_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"EUREKA, SD US",45.76542,-99.6222,570.3,METERS,0.7899,1877-03-03,2024-12-12,POINT (-99.6222 45.76542),GHCND-USC00392797__EUREKA_SD_US.nc,1,1,0,1,1,1,1,1,0,0
"FAIRFAX, SD US",43.03333,-98.88333,588.9,METERS,0.9582,1902-09-02,1956-04-30,POINT (-98.88333 43.03333),GHCND-USC00392820__FAIRFAX_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FAIRFAX NUMBER 2, SD US",43.0311,-98.89,606.6,METERS,0.907,2004-09-01,2010-12-31,POINT (-98.89 43.0311),GHCND-USC00392822__FAIRFAX_NUMBER_2_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FAITH, SD US",45.0203,-102.0367,790.0,METERS,0.8453,1913-04-01,2012-09-30,POINT (-102.0367 45.0203),GHCND-USC00392852__FAITH_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FARMINGDALE 4 N, SD US",44.03333,-102.9,961.0,METERS,0.4567,1894-12-01,1981-09-30,POINT (-102.9 44.03333),GHCND-USC00392888__FARMINGDALE_4_N_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"FAULKTON, SD US",45.03239,-99.12253,481.0,METERS,0.9718,1893-01-01,2024-12-08,POINT (-99.12253 45.03239),GHCND-USC00392927__FAULKTON_SD_US.nc,1,1,0,1,1,1,0,0,1,0
"FLANDREAU, SD US",44.04758,-96.6025,475.5,METERS,0.9753,1893-01-01,2024-12-12,POINT (-96.6025 44.04758),GHCND-USC00392984__FLANDREAU_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FORESTBURG 4 NNE, SD US",44.06844,-98.08333,389.2,METERS,0.9853,1893-01-01,2024-12-10,POINT (-98.08333 44.06844),GHCND-USC00393029__FORESTBURG_4_NNE_SD_US.nc,1,1,0,1,1,1,1,0,0,0
"FOREST CITY, SD US",45.033333,-100.25,,,0.7129,1893-01-01,1900-10-31,POINT (-100.25 45.033333),GHCND-USC00393044__FOREST_CITY_SD_US.nc,1,1,0,1,1,0,0,0,0,0
"FORT MEADE, SD US",44.41066,-103.47683,1008.3,METERS,0.7377,1902-01-01,2024-12-10,POINT (-103.47683 44.41066),GHCND-USC00393069__FORT_MEADE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FORT PIERRE 17 WSW, SD US",44.2444,-100.6591,484.6,METERS,0.9072,1964-04-01,2019-04-30,POINT (-100.6591 44.2444),GHCND-USC00393076__FORT_PIERRE_17_WSW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FORT PIERRE 20 SW, SD US",44.21812,-100.71941,494.7,METERS,0.6309,2011-12-01,2024-10-31,POINT (-100.71941 44.21812),GHCND-USC00393077__FORT_PIERRE_20_SW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FORT RANDALL, SD US",43.05,-98.533333,379.5,METERS,0.6144,1900-10-01,1902-06-30,POINT (-98.533333 43.05),GHCND-USC00393079__FORT_RANDALL_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FORT SULLY 8 NE, SD US",44.63333,-100.43333,502.9,METERS,0.9265,1959-05-01,1983-03-31,POINT (-100.43333 44.63333),GHCND-USC00393082__FORT_SULLY_8_NE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"FORT THOMPSON 3 E, SD US",44.06667,-99.36667,430.1,METERS,0.9485,1951-08-01,1964-11-30,POINT (-99.36667 44.06667),GHCND-USC00393089__FORT_THOMPSON_3_E_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"FREDERICK, SD US",45.83333,-98.5,420.9,METERS,0.2261,1906-11-01,1958-06-30,POINT (-98.5 45.83333),GHCND-USC00393129__FREDERICK_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GANN VALLEY 3 NNE, SD US",44.07994,-98.97307,501.7,METERS,0.9845,2009-08-01,2024-12-12,POINT (-98.97307 44.07994),GHCND-USC00393211__GANN_VALLEY_3_NNE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GANN VALLEY 4 NW, SD US",44.0569,-99.0719,524.3,METERS,0.9462,1897-09-01,2009-05-31,POINT (-99.0719 44.0569),GHCND-USC00393217__GANN_VALLEY_4_NW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GARRETSON, SD US",43.71667,-96.5,454.2,METERS,0.7308,1950-10-02,1951-09-30,POINT (-96.5 43.71667),GHCND-USC00393239__GARRETSON_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"GEDDES, SD US",43.25,-98.68333,491.0,METERS,0.8432,1931-08-13,1949-12-31,POINT (-98.68333 43.25),GHCND-USC00393274__GEDDES_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"GELHAUS FARM, SD US",45.25,-97.45,558.1,METERS,0.9672,1932-05-01,1952-09-30,POINT (-97.45 45.25),GHCND-USC00393284__GELHAUS_FARM_SD_US.nc,1,1,0,1,1,1,0,0,0,0
404_Error,45.01966,-99.94037,635.5,METERS,0.7376,1901-03-01,2023-08-31,POINT (-99.94037 45.01966),,0,0,0,0,0,0,0,0,0,0
"GETTYSBURG 14 W, SD US",45.0,-100.23333,566.9,METERS,0.9862,1963-07-01,1977-12-31,POINT (-100.23333 45),GHCND-USC00393300__GETTYSBURG_14_W_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GETTYSBURG 13 W, SD US",45.01421,-100.22202,564.2,METERS,0.4301,1978-01-01,2013-05-31,POINT (-100.22202 45.01421),GHCND-USC00393302__GETTYSBURG_13_W_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GLAD VALLEY 2 W, SD US",45.40077,-101.81033,758.0,METERS,0.9143,1949-08-01,2024-10-31,POINT (-101.81033 45.40077),GHCND-USC00393316__GLAD_VALLEY_2_W_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GLENHAM, SD US",45.53333,-100.26667,509.0,METERS,0.8534,1921-06-01,1952-11-30,POINT (-100.26667 45.53333),GHCND-USC00393339__GLENHAM_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GOLDFIELD, SD US",44.65,-102.833333,914.4,METERS,0.7223,1914-01-01,1918-12-31,POINT (-102.833333 44.65),GHCND-USC00393358__GOLDFIELD_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GRAND RIVER SCHOOL, SD US",45.766667,-101.05,,,0.8682,1899-10-01,1908-06-30,POINT (-101.05 45.766667),GHCND-USC00393410__GRAND_RIVER_SCHOOL_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"GREENMONT, SD US",44.35,-103.833333,1932.4,METERS,0.9584,1909-05-01,1923-01-31,POINT (-103.833333 44.35),GHCND-USC00393430__GREENMONT_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"GREGORY, SD US",43.23561,-99.43408,658.4,METERS,0.8573,1906-12-01,2024-12-12,POINT (-99.43408 43.23561),GHCND-USC00393452__GREGORY_SD_US.nc,1,1,0,1,1,1,1,0,0,0
"GROTON, SD US",45.4469,-98.0952,397.8,METERS,0.9211,2002-11-01,2019-03-31,POINT (-98.0952 45.4469),GHCND-USC00393456__GROTON_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HARDING 3 SE, SD US",45.36,-103.8116,1051.6,METERS,0.9811,1951-12-02,2024-12-12,POINT (-103.8116 45.36),GHCND-USC00393560__HARDING_3_SE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HARDY RANGER STATION, SD US",44.15,-103.95,1973.0,METERS,0.862,1909-06-01,1951-09-30,POINT (-103.95 44.15),GHCND-USC00393572__HARDY_RANGER_STATION_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HARNEY, SD US",43.892488,-103.387967,1280.2,METERS,1.0,1898-01-01,1899-03-31,POINT (-103.387967 43.892488),GHCND-USC00393573__HARNEY_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HARRINGTON, SD US",43.1647,-101.2567,908.3,METERS,0.999,1960-10-01,2007-05-31,POINT (-101.2567 43.1647),GHCND-USC00393574__HARRINGTON_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HARROLD 12 SSW, SD US",44.3628,-99.8034,518.5,METERS,0.8312,1963-08-01,2021-10-31,POINT (-99.8034 44.3628),GHCND-USC00393608__HARROLD_12_SSW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HAYES 5 ESE, SD US",44.35,-100.93333,616.0,METERS,0.9873,1951-08-02,1977-12-31,POINT (-100.93333 44.35),GHCND-USC00393672__HAYES_5_ESE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HAYES 12 NNW, SD US",44.53333,-101.11667,683.1,METERS,0.977,1958-07-01,1970-08-31,POINT (-101.11667 44.53333),GHCND-USC00393677__HAYES_12_NNW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HAYTI, SD US",44.66334,-97.22663,510.8,METERS,0.9783,2002-11-01,2024-12-11,POINT (-97.22663 44.66334),GHCND-USC00393681__HAYTI_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"HEREFORD, SD US",44.38333,-102.9,798.9,METERS,0.9185,1960-10-01,1972-09-30,POINT (-102.9 44.38333),GHCND-USC00393760__HEREFORD_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HEREFORD 12 SW, SD US",44.3255,-103.1086,856.5,METERS,0.8667,1998-04-01,2024-04-07,POINT (-103.1086 44.3255),GHCND-USC00393764__HEREFORD_12_SW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HERMOSA 3 SSW, SD US",43.8069,-103.213,1043.9,METERS,0.8018,1906-01-01,2012-12-31,POINT (-103.213 43.8069),GHCND-USC00393775__HERMOSA_3_SSW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HIGHMORE, SD US",44.51376,-99.44211,579.4,METERS,0.9657,1893-01-01,2024-12-11,POINT (-99.44211 44.51376),GHCND-USC00393832__HIGHMORE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HIGHMORE 23 N, SD US",44.8444,-99.4894,570.0,METERS,0.9508,1952-05-01,2011-11-15,POINT (-99.4894 44.8444),GHCND-USC00393838__HIGHMORE_23_N_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HILLAND 2 NW, SD US",44.30833,-101.86833,771.1,METERS,0.8159,1909-04-01,2001-02-25,POINT (-101.86833 44.30833),GHCND-USC00393857__HILLAND_2_NW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HILL CITY, SD US",43.93425,-103.55735,1507.5,METERS,0.6149,1909-04-01,2024-12-11,POINT (-103.55735 43.93425),GHCND-USC00393868__HILL_CITY_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HITCHCOCK, SD US",44.633333,-98.4,,,0.4475,1893-04-01,1905-09-30,POINT (-98.4 44.633333),GHCND-USC00393885__HITCHCOCK_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HOLABIRD 22 N, SD US",44.8,-99.61667,,,0.7373,1950-08-08,1952-04-30,POINT (-99.61667 44.8),GHCND-USC00393937__HOLABIRD_22_N_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HOOVER, SD US",45.11262,-103.2682,845.2,METERS,0.9618,2004-06-01,2020-09-28,POINT (-103.2682 45.11262),GHCND-USC00393945__HOOVER_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HOPEWELL 1 SE, SD US",44.5,-100.86667,585.8,METERS,0.8733,1909-09-01,1983-12-25,POINT (-100.86667 44.5),GHCND-USC00393987__HOPEWELL_1_SE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HOSMER 1 E, SD US",45.57972,-99.45944,579.4,METERS,0.9855,2004-01-01,2009-10-31,POINT (-99.45944 45.57972),GHCND-USC00393990__HOSMER_1_E_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HOT SPRINGS, SD US",43.4377,-103.4738,1085.1,METERS,0.9181,1894-02-01,2024-12-11,POINT (-103.4738 43.4377),GHCND-USC00394007__HOT_SPRINGS_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HOT SPRINGS 7 W, SD US",43.43333,-103.6,1214.0,METERS,0.9813,1948-11-01,1958-06-30,POINT (-103.6 43.43333),GHCND-USC00394009__HOT_SPRINGS_7_W_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HOT SPRINGS 9 SW, SD US",43.3,-103.55,1000.0,METERS,0.9991,1948-11-01,1957-09-29,POINT (-103.55 43.3),GHCND-USC00394010__HOT_SPRINGS_9_SW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HOVEN, SD US",45.24056,-99.77444,583.4,METERS,1.0,2005-06-01,2006-05-31,POINT (-99.77444 45.24056),GHCND-USC00394025__HOVEN_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"HOWARD, SD US",44.00292,-97.52864,477.3,METERS,0.9477,1893-01-01,2024-12-11,POINT (-97.52864 44.00292),GHCND-USC00394037__HOWARD_SD_US.nc,1,1,0,1,1,1,1,1,0,0
"HURON, SD US",44.3636,-98.1989,372.8,METERS,0.337,1902-07-01,1952-08-31,POINT (-98.1989 44.3636),GHCND-USC00394132__HURON_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"INTERIOR, SD US",43.73333,-101.98333,723.9,METERS,0.2542,1897-11-01,1951-09-30,POINT (-101.98333 43.73333),GHCND-USC00394179__INTERIOR_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"INTERIOR 3 NE, SD US",43.7483,-101.9413,743.7,METERS,0.8981,1949-11-19,2024-12-09,POINT (-101.9413 43.7483),GHCND-USC00394184__INTERIOR_3_NE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"IONA 2 NE, SD US",43.5702,-99.3983,545.6,METERS,0.8229,2000-11-01,2008-01-31,POINT (-99.3983 43.5702),GHCND-USC00394195__IONA_2_NE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"IPSWICH, SD US",45.44719,-99.03853,471.5,METERS,0.9302,1894-11-01,2024-12-11,POINT (-99.03853 45.44719),GHCND-USC00394206__IPSWICH_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"IROQUOIS, SD US",44.36461,-97.84843,426.1,METERS,0.9726,1951-06-01,2023-09-14,POINT (-97.84843 44.36461),GHCND-USC00394254__IROQUOIS_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"ISABEL, SD US",45.39533,-101.42919,732.1,METERS,0.171,1920-11-01,2011-10-26,POINT (-101.42919 45.39533),GHCND-USC00394268__ISABEL_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"ISABEL 14 NNE, SD US",45.60253,-101.34857,650.1,METERS,0.9894,1999-10-01,2023-10-31,POINT (-101.34857 45.60253),GHCND-USC00394271__ISABEL_14_NNE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"ISABEL 15 N, SD US",45.61667,-101.4,673.9,METERS,0.8042,1950-10-07,1952-12-31,POINT (-101.4 45.61667),GHCND-USC00394273__ISABEL_15_N_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"JOHNSON SIDING, SD US",44.08389,-103.43417,1275.3,METERS,0.9608,1994-10-01,2011-10-31,POINT (-103.43417 44.08389),GHCND-USC00394343__JOHNSON_SIDING_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"KADOKA, SD US",43.8353,-101.5147,746.8,METERS,0.4477,1909-05-23,2007-06-30,POINT (-101.5147 43.8353),GHCND-USC00394413__KADOKA_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"KELDRON 8 SSW, SD US",45.83642,-101.86701,723.6,METERS,0.8131,1999-10-01,2024-10-31,POINT (-101.86701 45.83642),GHCND-USC00394490__KELDRON_8_SSW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"KELDRON 22 SSW, SD US",45.69972,-101.88056,663.5,METERS,0.8162,1951-08-02,1958-06-30,POINT (-101.88056 45.69972),GHCND-USC00394493__KELDRON_22_SSW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"KENNEBEC, SD US",43.90239,-99.85815,512.4,METERS,0.9667,1893-01-01,2024-12-11,POINT (-99.85815 43.90239),GHCND-USC00394516__KENNEBEC_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"KEYSTONE, SD US",43.90389,-103.41,1352.1,METERS,0.9996,1990-09-01,1997-09-30,POINT (-103.41 43.90389),GHCND-USC00394556__KEYSTONE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"KIMBALL, SD US",43.75,-98.95,545.0,METERS,0.974,1893-01-01,1917-08-31,POINT (-98.95 43.75),GHCND-USC00394576__KIMBALL_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"KIRLEY 7 N, SD US",44.62289,-101.32981,649.2,METERS,0.9881,1970-09-01,2024-12-11,POINT (-101.32981 44.62289),GHCND-USC00394596__KIRLEY_7_N_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"KYLE 2 E, SD US",43.4402,-102.1431,901.6,METERS,0.4218,1956-12-01,2024-12-12,POINT (-102.1431 43.4402),GHCND-USC00394630__KYLE_2_E_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LACREEK NATIONAL WILDLIFE REFUGE, SD US",43.10013,-101.56581,926.3,METERS,0.0468,1911-06-19,2024-11-30,POINT (-101.56581 43.10013),GHCND-USC00394651__LACREEK_NATIONAL_WILDLIFE_REFUGE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LA DELLE 7 NE, SD US",44.68333,-98.0,427.0,METERS,0.9037,1897-01-01,1974-10-31,POINT (-98 44.68333),GHCND-USC00394661__LA_DELLE_7_NE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LADNER 9 SW, SD US",45.7733,-103.8789,914.4,METERS,0.3109,1949-11-01,2024-10-31,POINT (-103.8789 45.7733),GHCND-USC00394671__LADNER_9_SW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LAKE SHARPE PROJECT, SD US",44.06426,-99.46062,444.4,METERS,0.8873,1972-02-01,2024-12-12,POINT (-99.46062 44.06426),GHCND-USC00394766__LAKE_SHARPE_PROJECT_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LEAD, SD US",44.3544,-103.7431,1558.1,METERS,0.9943,1909-03-01,2024-12-12,POINT (-103.7431 44.3544),GHCND-USC00394834__LEAD_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LEAD 6 SSW, SD US",44.28333,-103.8,1780.9,METERS,0.9892,1970-07-01,1975-04-30,POINT (-103.8 44.28333),GHCND-USC00394836__LEAD_6_SSW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"LEMMON, SD US",45.9397,-102.1575,782.4,METERS,0.9558,1908-05-01,2024-12-11,POINT (-102.1575 45.9397),GHCND-USC00394864__LEMMON_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LEOLA, SD US",45.7192,-98.9439,481.6,METERS,0.7891,1899-05-01,2007-06-30,POINT (-98.9439 45.7192),GHCND-USC00394891__LEOLA_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LEOLA SDSU, SD US",45.71869,-98.9384,482.5,METERS,0.9681,2008-09-01,2019-10-24,POINT (-98.9384 45.71869),GHCND-USC00394893__LEOLA_SDSU_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LESLIE, SD US",44.616667,-101.483333,,,0.9009,1895-03-01,1910-04-30,POINT (-101.483333 44.616667),GHCND-USC00394900__LESLIE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LITTLE EAGLE 1 S, SD US",45.65,-100.81667,496.5,METERS,0.8674,1951-07-01,1958-06-30,POINT (-100.81667 45.65),GHCND-USC00394947__LITTLE_EAGLE_1_S_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"LODGEPOLE 9 S, SD US",45.68333,-102.65,787.0,METERS,0.9028,1950-11-01,1952-12-31,POINT (-102.65 45.68333),GHCND-USC00394955__LODGEPOLE_9_S_SD_US.nc,0,0,0,1,0,1,0,0,0,0
"LODGEPOLE 5 SW, SD US",45.7475,-102.7969,783.3,METERS,0.9571,2007-09-01,2024-10-31,POINT (-102.7969 45.7475),GHCND-USC00394956__LODGEPOLE_5_SW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LODGEPOLE 10 NW, SD US",45.86667,-102.85,798.6,METERS,0.8637,1963-09-01,1997-02-28,POINT (-102.85 45.86667),GHCND-USC00394960__LODGEPOLE_10_NW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"LONG VALLEY, SD US",43.46,-101.4955,752.9,METERS,0.9726,1927-07-17,2012-11-03,POINT (-101.4955 43.46),GHCND-USC00394983__LONG_VALLEY_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LUDLOW 3 SSE, SD US",45.7849,-103.3719,911.4,METERS,0.9776,1924-03-11,2015-05-31,POINT (-103.3719 45.7849),GHCND-USC00395048__LUDLOW_3_SSE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"LYONS 5 SSW, SD US",43.64528,-96.9125,460.2,METERS,0.8382,1982-07-01,2000-04-30,POINT (-96.9125 43.64528),GHCND-USC00395058__LYONS_5_SSW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"MADISON, SD US",44.0,-97.13333,524.9,METERS,0.9829,1940-07-01,1962-04-30,POINT (-97.13333 44),GHCND-USC00395088__MADISON_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MADISON 2 SE, SD US",43.9905,-97.09228,500.8,METERS,0.9613,1961-10-01,2024-12-12,POINT (-97.09228 43.9905),GHCND-USC00395090__MADISON_2_SE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MANDERSON 3 NE, SD US",43.2625,-102.43861,943.4,METERS,0.4993,1908-05-01,2004-03-31,POINT (-102.43861 43.2625),GHCND-USC00395154__MANDERSON_3_NE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MARCUS 8 NNW, SD US",44.76667,-102.33333,716.9,METERS,1.0,1959-05-01,1974-11-30,POINT (-102.33333 44.76667),GHCND-USC00395184__MARCUS_8_NNW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MARION, SD US",43.42089,-97.25389,439.5,METERS,0.9639,1901-04-01,2024-12-12,POINT (-97.25389 43.42089),GHCND-USC00395228__MARION_SD_US.nc,1,1,0,1,1,1,1,1,0,0
"MARTIN, SD US",43.1802,-101.7386,1015.0,METERS,0.8074,1934-02-01,2015-06-28,POINT (-101.7386 43.1802),GHCND-USC00395281__MARTIN_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MARTIN 8 E, SD US",43.17167,-101.56928,925.4,METERS,0.455,1980-09-01,2024-12-12,POINT (-101.56928 43.17167),GHCND-USC00395285__MARTIN_8_E_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MAURINE, SD US",45.01667,-102.58333,878.1,METERS,0.9862,1961-09-01,1974-12-31,POINT (-102.58333 45.01667),GHCND-USC00395320__MAURINE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MAURINE 12 SW, SD US",44.86559,-102.56571,801.3,METERS,0.9785,1975-01-01,2024-12-09,POINT (-102.56571 44.86559),GHCND-USC00395325__MAURINE_12_SW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"SALEM 5 NE, SD US",43.74475,-97.30814,485.9,METERS,0.9798,2007-08-01,2024-12-11,POINT (-97.30814 43.74475),GHCND-USC00395360__SALEM_5_NE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MC INTOSH 6 SE, SD US",45.83825,-101.27683,664.2,METERS,0.9347,1915-06-12,2024-12-08,POINT (-101.27683 45.83825),GHCND-USC00395381__MC_INTOSH_6_SE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MC LAUGHLIN 2 SW, SD US",45.78861,-100.82722,625.8,METERS,0.6399,1919-07-01,2024-12-11,POINT (-100.82722 45.78861),GHCND-USC00395406__MC_LAUGHLIN_2_SW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MEADOW, SD US",45.53333,-102.21667,798.9,METERS,0.4479,1912-12-01,1951-09-30,POINT (-102.21667 45.53333),GHCND-USC00395421__MEADOW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MEDICINE MOUNTAIN, SD US",43.9036,-103.7256,1847.1,METERS,0.8343,1998-04-01,2009-01-31,POINT (-103.7256 43.9036),GHCND-USC00395432__MEDICINE_MOUNTAIN_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MELLETTE 4 W, SD US",45.155,-98.5826,395.0,METERS,0.9569,1893-01-01,2017-03-31,POINT (-98.5826 45.155),GHCND-USC00395456__MELLETTE_4_W_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MENNO, SD US",43.23586,-97.57125,406.3,METERS,0.9813,1896-05-01,2024-12-11,POINT (-97.57125 43.23586),GHCND-USC00395481__MENNO_SD_US.nc,1,1,0,1,1,1,1,0,0,0
"MIDLAND, SD US",44.07043,-101.15231,570.0,METERS,0.5423,1895-03-01,2024-12-08,POINT (-101.15231 44.07043),GHCND-USC00395506__MIDLAND_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MILBANK, SD US",45.22668,-96.62339,348.1,METERS,0.9921,2009-10-01,2024-12-12,POINT (-96.62339 45.22668),GHCND-USC00395531__MILBANK_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MILBANK 2 SSW, SD US",45.2837,-96.6689,349.0,METERS,0.9337,1893-01-01,2009-08-31,POINT (-96.6689 45.2837),GHCND-USC00395536__MILBANK_2_SSW_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MILESVILLE 5 NE, SD US",44.5171,-101.6184,681.8,METERS,0.7473,1911-08-18,2024-12-11,POINT (-101.6184 44.5171),GHCND-USC00395544__MILESVILLE_5_NE_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MILESVILLE 9 N, SD US",44.58056,-101.74056,563.9,METERS,0.9995,1998-07-01,2003-07-31,POINT (-101.74056 44.58056),GHCND-USC00395547__MILESVILLE_9_N_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MILLER, SD US",44.5177,-98.98148,480.4,METERS,0.9879,1902-01-01,2024-10-31,POINT (-98.98148 44.5177),GHCND-USC00395561__MILLER_SD_US.nc,1,1,0,1,1,1,0,0,0,0
"MILLER 15 S, SD US",44.2919,-99.0044,573.9,METERS,0.9686,2002-11-01,2012-02-29,POINT (-99.0044 44.2919),GHCND-USC00395567__MILLER_15_S_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"MILLER 16 N, SD US",44.75,-98.98333,445.0,METERS,0.9918,1951-11-01,1953-02-28,POINT (-98.98333 44.75),GHCND-USC00395569__MILLER_16_N_SD_US.nc,0,0,0,1,1,1,0,0,0,0
